value,dbpedia-2015,dbpedia-2022-matched,dbpedia-2025,relative_change
nodes/http://dbpedia.org/resource/Thomas_Wintringham_(Liberal_politician)/entropy_weighted,0.207525,0.339072,0.155990,-0.248332
nodes/http://dbpedia.org/resource/European_Water_Polo_Championship/rank_weighted,25088.000000,18570.000000,18858.000000,-0.248326
nodes/http://dbpedia.org/resource/Thomas_Jesson/entropy_weighted,0.215287,0.210521,0.161828,-0.248317
nodes/http://dbpedia.org/resource/Master_of_Arts/entropy_weighted,0.208996,0.240998,0.157119,-0.248222
"nodes/http://dbpedia.org/resource/Hervey_Rhodes,_Baron_Rhodes/entropy_weighted",0.202612,0.196782,0.152320,-0.248218
nodes/http://dbpedia.org/resource/Baron_Hacking/rank_weighted,12468.000000,11700.000000,9374.000000,-0.248155
nodes/http://dbpedia.org/resource/William_John_Tout/rank_shift,1205.000000,1017.000000,906.000000,-0.248133
nodes/http://dbpedia.org/resource/Electoral_district_of_Ashgrove/rank_unweighted,25040.000000,4756.000000,18828.000000,-0.248083
nodes/http://dbpedia.org/resource/Electoral_district_of_Murrumba/unweighted,0.220303,1.384873,0.165666,-0.248008
nodes/http://dbpedia.org/resource/Glenvil_Hall/entropy_weighted,0.296345,0.418922,0.222862,-0.247966
nodes/http://dbpedia.org/resource/Patron_saint/unweighted,0.228198,0.387403,0.171613,-0.247966
"nodes/http://dbpedia.org/resource/Frederick_Lindemann,_1st_Viscount_Cherwell/rank_weighted",2420.000000,2026.000000,1820.000000,-0.247934
nodes/http://dbpedia.org/resource/Douglas_Pielou/rank_weighted,4445.000000,5423.000000,3343.000000,-0.247919
"nodes/http://dbpedia.org/resource/Richard_Rhys,_9th_Baron_Dynevor/unweighted",0.210644,0.181527,0.158436,-0.247848
"nodes/http://dbpedia.org/resource/Balliol_College,_Oxford/rank_unweighted",565.000000,440.000000,425.000000,-0.247788
nodes/http://dbpedia.org/resource/Treasurer_of_the_Labour_Party/entropy_weighted,0.240245,0.332304,0.180785,-0.247495
predicate_weights/http://dbpedia.org/property/national,0.379803,0.461433,0.473701,0.247229
nodes/http://dbpedia.org/resource/Baron_Astor_of_Hever/rank_unweighted,17688.000000,7478.000000,22060.000000,0.247173
predicate_weights/http://dbpedia.org/property/leader4Type,0.243915,0.299389,0.304193,0.247129
nodes/http://dbpedia.org/resource/Godalming/unweighted,0.218975,0.252091,0.164863,-0.247115
nodes/http://dbpedia.org/resource/Gervais_Rentoul/rank_shift,1902.000000,2082.000000,1432.000000,-0.247108
"nodes/http://dbpedia.org/resource/Jack_Pease,_1st_Baron_Gainford/entropy_weighted",0.283539,0.408626,0.213555,-0.246822
"nodes/http://dbpedia.org/resource/George_Villiers,_6th_Earl_of_Clarendon/unweighted",0.205548,0.191531,0.154822,-0.246788
nodes/http://dbpedia.org/resource/Attorney_General_for_England_and_Wales/rank_weighted,1163.000000,387.000000,1450.000000,0.246776
nodes/http://dbpedia.org/resource/Central_Athens_(regional_unit)/unweighted,0.244345,0.352784,0.184114,-0.246499
nodes/http://dbpedia.org/resource/P._T._Rajan/unweighted,0.204850,0.263127,0.154358,-0.246483
nodes/http://dbpedia.org/resource/Douglas_King_(politician)/unweighted,0.334107,0.312721,0.251801,-0.246347
nodes/http://dbpedia.org/resource/Joseph_Alpass/rank_shift,589.000000,1596.000000,444.000000,-0.246180
predicate_weights/http://dbpedia.org/property/leader2Title,0.288302,0.352355,0.359276,0.246180
nodes/http://dbpedia.org/resource/Harold_Briggs_(politician)/entropy_weighted,0.217544,0.150249,0.164022,-0.246029
nodes/http://dbpedia.org/resource/John_Wheatley/rank_shift,817.000000,1042.000000,1018.000000,0.246022
"nodes/http://dbpedia.org/resource/Pembroke_College,_Cambridge/entropy_weighted",0.238412,0.268863,0.179762,-0.246002
nodes/http://dbpedia.org/resource/G._H._Stuart-Bunning/entropy_weighted,0.207111,0.208225,0.156161,-0.246000
nodes/http://dbpedia.org/resource/James_Burnie/unweighted,0.214002,0.215480,0.161370,-0.245940
nodes/http://dbpedia.org/resource/Electoral_district_of_Redlands/rank_shift,-602.000000,-88.000000,-750.000000,-0.245847
nodes/http://dbpedia.org/resource/Joseph_Nall/unweighted,0.243206,0.231286,0.183431,-0.245780
nodes/http://dbpedia.org/resource/Parliamentary_Secretary_to_the_Ministry_of_Labour/unweighted,0.217426,0.280513,0.163988,-0.245774
nodes/http://dbpedia.org/resource/Richard_Tufnell/rank_shift,1298.000000,630.000000,1617.000000,0.245763
nodes/http://dbpedia.org/resource/Richard_Meller/entropy_weighted,0.215289,0.201015,0.162380,-0.245758
nodes/http://dbpedia.org/resource/Charles_Lapworth_(journalist)/rank_shift,586.000000,-338.000000,442.000000,-0.245734
nodes/http://dbpedia.org/resource/Neil_Roberts_(politician)/rank_shift,2401.000000,1199.000000,1811.000000,-0.245731
nodes/http://dbpedia.org/resource/J._M._Robertson/rank_weighted,5515.000000,5568.000000,6870.000000,0.245694
"nodes/http://dbpedia.org/resource/Emmanuel_College,_Cambridge/unweighted",0.229970,0.178230,0.173482,-0.245630
"nodes/http://dbpedia.org/resource/William_Lygon,_8th_Earl_Beauchamp/unweighted",0.211532,0.206367,0.159600,-0.245504
nodes/http://dbpedia.org/resource/Adrian_Moreing/rank_shift,770.000000,-305.000000,581.000000,-0.245455
"nodes/http://dbpedia.org/resource/A._V._Alexander,_1st_Earl_Alexander_of_Hillsborough/entropy_weighted",0.396631,0.577764,0.299319,-0.245345
nodes/http://dbpedia.org/resource/Kingdom_of_Ireland/entropy_weighted,0.212294,0.240558,0.160221,-0.245288
"nodes/http://dbpedia.org/resource/Valentine_McEntee,_1st_Baron_McEntee/rank_unweighted",4240.000000,5154.000000,3200.000000,-0.245283
nodes/http://dbpedia.org/resource/Tel_Aviv/entropy_weighted,0.319165,0.559869,0.240886,-0.245262
nodes/http://dbpedia.org/resource/Walter_de_Frece/entropy_weighted,0.217526,0.228501,0.164177,-0.245253
nodes/http://dbpedia.org/resource/Edward_Shortt/unweighted,0.336654,0.457983,0.254132,-0.245125
nodes/http://dbpedia.org/resource/Arthur_Marsden_(politician)/entropy_weighted,0.274896,0.286073,0.207557,-0.244962
"nodes/http://dbpedia.org/resource/National_Party_(UK,_1917)/rank_weighted",24315.000000,13070.000000,18359.000000,-0.244952
nodes/http://dbpedia.org/resource/Edward_Beauchamp/rank_weighted,3138.000000,7967.000000,2370.000000,-0.244742
"nodes/http://dbpedia.org/resource/Sir_James_Fergusson,_6th_Baronet/rank_weighted",12453.000000,4989.000000,15500.000000,0.244680
"nodes/http://dbpedia.org/resource/Ernest_Simon,_1st_Baron_Simon_of_Wythenshawe/rank_unweighted",2085.000000,2006.000000,1575.000000,-0.244604
"nodes/http://dbpedia.org/resource/Sir_Samuel_Roberts,_1st_Baronet/rank_weighted",3737.000000,3884.000000,4651.000000,0.244581
nodes/http://dbpedia.org/resource/Cyril_Atkinson/rank_unweighted,9993.000000,6711.000000,7549.000000,-0.244571
nodes/http://dbpedia.org/resource/Battle_of_Cambrai_(1917)/entropy_weighted,0.202964,0.203739,0.153328,-0.244558
nodes/http://dbpedia.org/resource/Richard_Austin_Spencer/rank_shift,1603.000000,895.000000,1995.000000,0.244541
"nodes/http://dbpedia.org/resource/Henry_Lascelles,_6th_Earl_of_Harewood/entropy_weighted",0.203931,0.303793,0.154069,-0.244501
nodes/http://dbpedia.org/resource/Frank_Hilder/entropy_weighted,0.213583,0.208101,0.161372,-0.244449
nodes/http://dbpedia.org/resource/Baron_Ponsonby_of_Shulbrede/rank_shift,1629.000000,586.000000,2027.000000,0.244322
"nodes/http://dbpedia.org/resource/Keble_College,_Oxford/rank_weighted",5379.000000,3401.000000,6693.000000,0.244283
"nodes/http://dbpedia.org/resource/Niall_Macpherson,_1st_Baron_Drumalbyn/unweighted",0.227482,0.235645,0.171916,-0.244265
nodes/http://dbpedia.org/resource/Electoral_district_of_Springwood/unweighted,0.209196,1.242266,0.158127,-0.244120
nodes/http://dbpedia.org/resource/Electoral_district_of_Greenslopes/unweighted,0.207649,1.310837,0.156958,-0.244117
nodes/http://dbpedia.org/resource/Berkeley_Sheffield/entropy_weighted,0.207562,0.150125,0.156903,-0.244065
"nodes/http://dbpedia.org/resource/Donald_Howard,_3rd_Baron_Strathcona_and_Mount_Royal/unweighted",0.260792,0.268754,0.197153,-0.244023
nodes/http://dbpedia.org/resource/Mark_Bittman/entropy_weighted,0.199078,0.150502,0.150499,-0.244018
nodes/http://www.marshallhall.org/1900mh.html/rank_shift,2074.000000,1677.000000,1568.000000,-0.243973
nodes/http://www.marshallhall.org/truck2/index.html/rank_shift,2074.000000,1677.000000,1568.000000,-0.243973
nodes/http://dbpedia.org/resource/Wolverhampton/unweighted,0.278631,0.474463,0.210657,-0.243957
"nodes/http://dbpedia.org/resource/North_Hollywood,_Los_Angeles/unweighted",0.200506,0.175616,0.151594,-0.243945
"nodes/http://dbpedia.org/resource/Albert_Stanley,_1st_Baron_Ashfield/entropy_weighted",0.220757,0.267419,0.166911,-0.243913
nodes/http://dbpedia.org/resource/Prague/rank_shift,369.000000,282.000000,459.000000,0.243902
nodes/http://dbpedia.org/resource/University_College_London/rank_shift,-328.000000,-127.000000,-248.000000,0.243902
nodes/http://dbpedia.org/resource/Baron_Harlech/entropy_weighted,0.202454,0.221704,0.153075,-0.243899
"nodes/http://dbpedia.org/resource/George_Bingham,_5th_Earl_of_Lucan/entropy_weighted",0.205330,0.253120,0.255394,0.243820
predicate_weights/http://dbpedia.org/property/accreditation,0.280614,0.342502,0.349025,0.243788
predicate_weights/http://dbpedia.org/ontology/era,0.121985,0.143280,0.092262,-0.243658
nodes/http://dbpedia.org/resource/Andrew_McNamara/rank_shift,2672.000000,1221.000000,2021.000000,-0.243638
nodes/http://dbpedia.org/resource/Edmund_Royds/rank_shift,2882.000000,2492.000000,2180.000000,-0.243581
predicate_weights/http://dbpedia.org/property/soil,0.298404,0.328268,0.371084,0.243564
nodes/http://dbpedia.org/resource/Robert_Francis_Peel/entropy_weighted,0.179425,0.234039,0.223110,0.243469
nodes/http://dbpedia.org/resource/Stand-up_comedy/unweighted,0.272174,0.171240,0.205913,-0.243451
nodes/http://dbpedia.org/resource/University_of_Connecticut/unweighted,0.225346,0.179006,0.170494,-0.243412
nodes/http://dbpedia.org/resource/Henry_Maden/entropy_weighted,0.177205,0.341284,0.220262,0.242976
nodes/http://dbpedia.org/resource/John_Pretyman_Newman/rank_shift,1449.000000,1635.000000,1097.000000,-0.242926
"nodes/http://dbpedia.org/resource/Snow_Hill,_Maryland/unweighted",0.205163,0.282278,0.155334,-0.242874
nodes/http://dbpedia.org/resource/Kerkrade/rank_weighted,17304.000000,9299.000000,13102.000000,-0.242834
nodes/http://dbpedia.org/resource/Charles_Mallet/unweighted,0.227094,0.266918,0.171954,-0.242807
nodes/http://dbpedia.org/resource/William_Rowley_Elliston/rank_unweighted,15182.000000,14128.000000,11498.000000,-0.242656
nodes/http://dbpedia.org/resource/Alexander_Haycock/rank_shift,3406.000000,2213.000000,2580.000000,-0.242513
nodes/http://dbpedia.org/resource/Bachelor_of_Laws/rank_unweighted,7011.000000,2716.000000,5311.000000,-0.242476
nodes/http://dbpedia.org/resource/Central_Time_Zone/rank_unweighted,33.000000,295.000000,41.000000,0.242424
nodes/http://dbpedia.org/resource/Butt_baronets/rank_shift,3643.000000,2155.000000,2760.000000,-0.242383
nodes/http://dbpedia.org/resource/Edward_Salt/entropy_weighted,0.210613,0.257100,0.159567,-0.242365
nodes/http://dbpedia.org/resource/Lisa_France/rank_weighted,9149.000000,1433.000000,6934.000000,-0.242103
nodes/http://dbpedia.org/resource/City_of_Chester_(UK_Parliament_constituency)/entropy_weighted,0.206967,0.189349,0.156868,-0.242061
nodes/http://dbpedia.org/resource/Baron_Marley/unweighted,0.203822,0.165532,0.154490,-0.242034
nodes/http://dbpedia.org/resource/Baron_Broughshane/unweighted,0.202218,0.164007,0.153277,-0.242024
nodes/http://dbpedia.org/resource/Kensington_South_(UK_Parliament_constituency)/unweighted,0.202218,0.164007,0.153277,-0.242024
nodes/http://dbpedia.org/resource/Provinces_of_Turkey/unweighted,0.247289,0.294924,0.187463,-0.241925
nodes/http://dbpedia.org/resource/Laban_ng_Demokratikong_Pilipino/entropy_weighted,0.173694,0.332422,0.215712,0.241906
"nodes/http://dbpedia.org/resource/Compton,_California/unweighted",0.205919,0.217644,0.156116,-0.241858
nodes/http://dbpedia.org/resource/Elland_(UK_Parliament_constituency)/rank_weighted,23725.000000,16803.000000,17993.000000,-0.241602
nodes/http://dbpedia.org/resource/Newcastle_upon_Tyne_Central_(UK_Parliament_constituency)/rank_weighted,23726.000000,16804.000000,17994.000000,-0.241592
"nodes/http://dbpedia.org/resource/Newport,_Wales/rank_weighted",6538.000000,5245.000000,8117.000000,0.241511
nodes/http://dbpedia.org/resource/Henry_Lorimer/rank_shift,2129.000000,991.000000,1615.000000,-0.241428
"nodes/http://dbpedia.org/resource/Ernle_Chatfield,_1st_Baron_Chatfield/unweighted",0.211858,0.386729,0.160756,-0.241210
nodes/http://dbpedia.org/resource/C._J._Drummond/unweighted,0.177059,0.251087,0.219742,0.241069
nodes/http://dbpedia.org/resource/Baron_Darwen/entropy_weighted,0.209106,0.263439,0.158704,-0.241035
nodes/http://dbpedia.org/resource/Flour/entropy_weighted,0.210687,0.240508,0.159906,-0.241029
nodes/http://dbpedia.org/resource/John_Pybus/unweighted,0.253273,0.436544,0.192230,-0.241018
"nodes/http://dbpedia.org/resource/John_Gretton,_2nd_Baron_Gretton/rank_shift",1245.000000,582.000000,1545.000000,0.240964
nodes/http://dbpedia.org/resource/Parliamentary_Private_Secretary_to_the_Prime_Minister/entropy_weighted,0.154198,0.341240,0.191332,0.240823
nodes/http://dbpedia.org/resource/Thomas_Richards_(Welsh_politician)/unweighted,0.212961,0.304789,0.161702,-0.240697
nodes/http://dbpedia.org/resource/John_Sanctuary_Nicholson/rank_weighted,2543.000000,3792.000000,3155.000000,0.240661
nodes/http://dbpedia.org/resource/Cyril_Atkinson/rank_weighted,7743.000000,5508.000000,5880.000000,-0.240604
"nodes/http://dbpedia.org/resource/Josiah_Wedgwood,_1st_Baron_Wedgwood/rank_shift",1006.000000,1042.000000,1248.000000,0.240557
nodes/http://dbpedia.org/resource/Leader_of_the_Conservative_Party_(UK)/rank_weighted,1717.000000,407.000000,1304.000000,-0.240536
nodes/http://dbpedia.org/resource/Alfred_Holland_(politician)/unweighted,0.211922,0.191863,0.160977,-0.240397
"nodes/http://dbpedia.org/resource/John_Reith,_1st_Baron_Reith/entropy_weighted",0.343625,0.479341,0.261027,-0.240373
nodes/http://dbpedia.org/resource/Percy_Royds/unweighted,0.207841,0.171061,0.157885,-0.240355
nodes/http://dbpedia.org/resource/Percy_Dean/rank_shift,1636.000000,969.000000,1243.000000,-0.240220
"nodes/http://dbpedia.org/resource/Tucker_County,_West_Virginia/rank_weighted",8602.000000,6325.000000,6536.000000,-0.240177
nodes/http://dbpedia.org/resource/Monaco/rank_weighted,3277.000000,3117.000000,2490.000000,-0.240159
nodes/http://dbpedia.org/resource/Edmund_Harvey_(social_reformer)/entropy_weighted,0.261244,0.285141,0.198517,-0.240107
nodes/http://dbpedia.org/resource/Urban_H._Broughton/rank_unweighted,19912.000000,10649.000000,15131.000000,-0.240106
nodes/http://dbpedia.org/resource/Archibald_Gossling/rank_weighted,8792.000000,2457.000000,6681.000000,-0.240105
nodes/http://dbpedia.org/resource/Ben_Turner_(politician)/entropy_weighted,0.377793,0.712436,0.287165,-0.239889
nodes/http://dbpedia.org/resource/George_Warne/unweighted,0.225920,0.150143,0.171732,-0.239856
predicate_weights/http://dbpedia.org/ontology/mediaType,0.075803,0.113869,0.093978,0.239768
nodes/http://dbpedia.org/resource/Ruth_Dalton/entropy_weighted,0.179559,0.218300,0.222609,0.239751
nodes/http://dbpedia.org/resource/Electoral_district_of_Toowoomba_North/rank_unweighted,12388.000000,887.000000,9418.000000,-0.239748
nodes/http://dbpedia.org/resource/Accountant/unweighted,0.203558,0.386533,0.154755,-0.239748
nodes/http://www.marshallhall.org/1900mh.html/rank_unweighted,13912.000000,10341.000000,10577.000000,-0.239721
nodes/http://www.marshallhall.org/truck2/index.html/rank_unweighted,13913.000000,10342.000000,10578.000000,-0.239704
nodes/http://dbpedia.org/resource/Harry_Hynd/entropy_weighted,0.218082,0.256472,0.165809,-0.239697
nodes/http://dbpedia.org/resource/Rector_of_the_University_of_Edinburgh/entropy_weighted,0.213179,0.308238,0.162098,-0.239614
nodes/http://dbpedia.org/resource/Southeastern_Conference/entropy_weighted,0.211753,0.227463,0.161030,-0.239537
nodes/http://dbpedia.org/resource/Richard_Briscoe/rank_unweighted,3253.000000,1807.000000,4032.000000,0.239471
nodes/http://dbpedia.org/resource/Philip_Pilditch/entropy_weighted,0.201944,0.191992,0.153594,-0.239422
nodes/http://dbpedia.org/resource/Denis_Hinton/rank_weighted,17686.000000,3327.000000,13453.000000,-0.239342
"nodes/http://dbpedia.org/resource/Ralph_Assheton,_1st_Baron_Clitheroe/rank_weighted",3564.000000,949.000000,4417.000000,0.239338
"nodes/http://dbpedia.org/resource/Historic_Filipinotown,_Los_Angeles/rank_weighted",24692.000000,18067.000000,18784.000000,-0.239268
nodes/http://dbpedia.org/resource/LAPD_Rampart_Division/rank_weighted,24693.000000,14706.000000,18785.000000,-0.239258
nodes/http://dbpedia.org/resource/Linda_Lavarch/rank_shift,2420.000000,1003.000000,1841.000000,-0.239256
nodes/http://dbpedia.org/resource/William_Russell_(Bolton_MP)/unweighted,0.223323,0.357551,0.169899,-0.239225
nodes/http://dbpedia.org/resource/Carlyon_Bellairs/rank_weighted,2429.000000,2529.000000,1848.000000,-0.239193
nodes/http://dbpedia.org/resource/Robert_Poole_(politician)/rank_unweighted,19585.000000,8225.000000,14901.000000,-0.239163
nodes/http://dbpedia.org/resource/Edmund_Royds/unweighted,0.205324,0.186462,0.156232,-0.239093
nodes/http://www.marshallhall.org/1900mh.html/rank_weighted,11838.000000,8664.000000,9009.000000,-0.238976
nodes/http://www.marshallhall.org/truck2/index.html/rank_weighted,11839.000000,8665.000000,9010.000000,-0.238956
nodes/http://dbpedia.org/resource/Richard_Robert_Fairbairn/rank_shift,1733.000000,912.000000,1319.000000,-0.238892
nodes/http://dbpedia.org/resource/Margery_Corbett_Ashby/unweighted,0.207805,0.272597,0.158173,-0.238837
nodes/http://dbpedia.org/resource/Phil_Gray_(politician)/rank_shift,2623.000000,1544.000000,1997.000000,-0.238658
nodes/http://dbpedia.org/resource/Combined_English_Universities_(UK_Parliament_constituency)/unweighted,0.228328,0.228658,0.173837,-0.238652
nodes/http://dbpedia.org/resource/Arthur_Hobhouse/rank_shift,704.000000,1094.000000,536.000000,-0.238636
nodes/http://dbpedia.org/resource/The_Honourable/rank_unweighted,176.000000,1.000000,218.000000,0.238636
nodes/http://dbpedia.org/resource/Laurence_Hardy/rank_unweighted,12320.000000,8154.000000,9381.000000,-0.238555
"nodes/http://dbpedia.org/resource/Edward_Grigg,_1st_Baron_Altrincham/rank_unweighted",2818.000000,1369.000000,2146.000000,-0.238467
nodes/http://dbpedia.org/resource/Henry_Guest/unweighted,0.241316,0.726422,0.298861,0.238464
nodes/http://dbpedia.org/resource/Harold_Glanville_(junior)/unweighted,0.239443,0.308740,0.182349,-0.238444
"nodes/http://dbpedia.org/resource/John_Wilmot,_1st_Baron_Wilmot_of_Selmeston/entropy_weighted",0.229854,0.335345,0.175068,-0.238352
nodes/http://dbpedia.org/resource/Electoral_district_of_Rockhampton/unweighted,0.222569,0.662302,0.169520,-0.238347
nodes/http://dbpedia.org/resource/Sylvain_Mayer/rank_shift,3202.000000,2542.000000,2439.000000,-0.238289
nodes/http://dbpedia.org/resource/Newton_Moore/entropy_weighted,0.362457,0.477192,0.276094,-0.238271
nodes/http://dbpedia.org/resource/Rector_of_the_University_of_Aberdeen/entropy_weighted,0.226317,0.313106,0.172424,-0.238129
nodes/http://dbpedia.org/resource/Gershom_Stewart/unweighted,0.213801,0.214013,0.162903,-0.238064
"nodes/http://dbpedia.org/resource/Charles_Ritchie,_1st_Baron_Ritchie_of_Dundee/entropy_weighted",0.156158,0.226604,0.193310,0.237911
nodes/http://dbpedia.org/resource/Royal_Australian_Engineers/rank_shift,-2968.000000,-4383.000000,-3674.000000,-0.237871
nodes/http://dbpedia.org/resource/Leader_of_the_Labour_Party_(UK)/unweighted,0.434115,2.502515,0.330867,-0.237836
nodes/http://dbpedia.org/resource/Parliamentary_Secretary_to_the_Board_of_Agriculture_and_Fisheries/rank_unweighted,1804.000000,3640.000000,2233.000000,0.237805
nodes/http://dbpedia.org/resource/William_Craven-Ellis/entropy_weighted,0.213627,0.386021,0.162838,-0.237746
"nodes/http://dbpedia.org/resource/Harold_Balfour,_1st_Baron_Balfour_of_Inchrye/entropy_weighted",0.291800,0.315690,0.222444,-0.237684
"nodes/http://dbpedia.org/resource/Thibodaux,_Louisiana/entropy_weighted",0.208594,0.203049,0.159022,-0.237651
nodes/http://dbpedia.org/resource/David_Marshall_Mason/entropy_weighted,0.220590,0.201688,0.168173,-0.237622
nodes/http://dbpedia.org/resource/Australian_Labor_Party/rank_unweighted,522.000000,20.000000,646.000000,0.237548
nodes/http://dbpedia.org/resource/Maurice_Petherick/rank_unweighted,14154.000000,7553.000000,17512.000000,0.237247
nodes/http://dbpedia.org/resource/Robert_Poole_(politician)/rank_weighted,16934.000000,6801.000000,12917.000000,-0.237215
"nodes/http://dbpedia.org/resource/Cumberland,_Maryland/entropy_weighted",0.198952,0.193455,0.151763,-0.237188
nodes/http://dbpedia.org/resource/Wakefield_(UK_Parliament_constituency)/unweighted,0.229148,0.223685,0.174807,-0.237144
nodes/http://dbpedia.org/resource/Communes_of_France/rank_unweighted,3506.000000,1366.000000,2675.000000,-0.237022
nodes/http://dbpedia.org/resource/Carnivora/entropy_weighted,0.197767,0.151795,0.150893,-0.237016
nodes/http://dbpedia.org/resource/Gordon_Campbell_(Royal_Navy_officer)/unweighted,0.204080,0.175658,0.155716,-0.236986
nodes/http://dbpedia.org/resource/Arthur_Hollins_(politician)/unweighted,0.209432,1.690132,0.159817,-0.236904
"nodes/http://dbpedia.org/resource/Sir_Peter_Agnew,_1st_Baronet/unweighted",0.230910,0.253096,0.176236,-0.236776
"nodes/http://dbpedia.org/resource/Walter_Rice,_7th_Baron_Dynevor/rank_weighted",8912.000000,9753.000000,6802.000000,-0.236759
"nodes/http://dbpedia.org/resource/Harvard_Heights,_Los_Angeles/unweighted",0.202964,0.164384,0.154956,-0.236535
nodes/http://dbpedia.org/resource/Frank_Goldstone/unweighted,0.267139,0.243394,0.203964,-0.236488
nodes/http://dbpedia.org/resource/Frank_Briant/rank_shift,1590.000000,831.000000,1214.000000,-0.236478
"nodes/http://dbpedia.org/resource/John_Colville,_1st_Baron_Clydesmuir/entropy_weighted",0.356783,0.578540,0.272414,-0.236472
"nodes/http://dbpedia.org/resource/William_Vanneck,_5th_Baron_Huntingfield/rank_shift",1921.000000,1475.000000,1467.000000,-0.236335
"nodes/http://dbpedia.org/resource/Thomas_Dugdale,_1st_Baron_Crathorne/rank_shift",1401.000000,1075.000000,1070.000000,-0.236260
nodes/http://dbpedia.org/resource/Edward_Spears/rank_unweighted,2620.000000,1947.000000,3239.000000,0.236260
nodes/http://dbpedia.org/resource/Baron_Bruntisfield/rank_unweighted,22427.000000,16210.000000,17131.000000,-0.236144
nodes/http://dbpedia.org/resource/Ivor_Bulmer-Thomas/unweighted,0.224479,0.355420,0.171483,-0.236085
nodes/http://dbpedia.org/resource/Lawrence_Kimball/rank_shift,1042.000000,868.000000,1288.000000,0.236084
nodes/http://dbpedia.org/resource/Southwark_(UK_Parliament_constituency)/rank_unweighted,10478.000000,4752.000000,8005.000000,-0.236018
nodes/http://dbpedia.org/resource/Cyril_Atkinson/unweighted,0.211896,0.255195,0.161894,-0.235976
nodes/http://dbpedia.org/resource/Stanley_Reed_(British_politician)/rank_shift,2013.000000,1157.000000,1538.000000,-0.235966
"nodes/http://dbpedia.org/resource/Royal_Military_College,_Sandhurst/unweighted",0.349030,0.968180,0.266727,-0.235805
nodes/http://dbpedia.org/resource/Michael_Crandon/rank_unweighted,26797.000000,6666.000000,20479.000000,-0.235773
nodes/http://dbpedia.org/resource/James_Patrick_Gardner/rank_weighted,6893.000000,10264.000000,8518.000000,0.235746
nodes/http://dbpedia.org/resource/Suicide/entropy_weighted,0.204378,0.405917,0.156216,-0.235648
nodes/http://dbpedia.org/resource/Earl_of_Swinton/unweighted,0.198980,0.238261,0.152111,-0.235548
nodes/http://dbpedia.org/resource/Joseph_Nicholas_Bell/entropy_weighted,0.225388,0.275107,0.278464,0.235483
"nodes/http://dbpedia.org/resource/George_Muff,_1st_Baron_Calverley/rank_shift",1270.000000,1518.000000,971.000000,-0.235433
predicate_weights/http://dbpedia.org/property/seats6Title,0.265607,0.315323,0.328112,0.235328
nodes/http://dbpedia.org/resource/Louisiana/rank_shift,85.000000,48.000000,65.000000,-0.235294
nodes/http://dbpedia.org/resource/Philip_Miller/unweighted,0.224498,0.456678,0.171682,-0.235261
nodes/http://dbpedia.org/resource/Shane_King_(politician)/rank_weighted,10716.000000,5282.000000,8195.000000,-0.235256
"nodes/http://dbpedia.org/resource/Wye_Mills,_Maryland/rank_weighted",23153.000000,16316.000000,17707.000000,-0.235218
nodes/http://dbpedia.org/resource/Baron_Rea/unweighted,0.208610,0.247846,0.159587,-0.235000
nodes/http://dbpedia.org/resource/Penrhyndeudraeth/unweighted,0.197351,0.151972,0.150974,-0.234997
nodes/http://dbpedia.org/resource/List_of_counties_in_Maryland/entropy_weighted,0.373360,0.989478,0.285623,-0.234995
nodes/http://dbpedia.org/resource/Metropolitan_statistical_area/entropy_weighted,0.201153,0.230578,0.153904,-0.234894
nodes/http://dbpedia.org/resource/John_Robertson_(Bothwell_MP)/rank_weighted,3572.000000,3089.000000,2733.000000,-0.234882
nodes/http://dbpedia.org/resource/Liberal_Unionist_Party/unweighted,0.348948,1.670652,0.267002,-0.234839
"nodes/http://dbpedia.org/resource/Frances_Davidson,_Viscountess_Davidson/rank_unweighted",9102.000000,16476.000000,6965.000000,-0.234784
nodes/http://dbpedia.org/resource/Louis_Gluckstein/rank_shift,1632.000000,988.000000,2015.000000,0.234681
nodes/http://dbpedia.org/resource/Richard_Kelley/rank_shift,1577.000000,1085.000000,1207.000000,-0.234623
nodes/http://dbpedia.org/resource/Member_of_the_Legislative_Assembly/rank_shift,-2468.000000,-1495.000000,-1889.000000,0.234603
nodes/http://dbpedia.org/resource/William_George_Waterhouse_Reynolds/entropy_weighted,0.206430,0.233171,0.158003,-0.234593
nodes/http://dbpedia.org/resource/Croix_de_Guerre/rank_unweighted,5222.000000,5616.000000,3997.000000,-0.234584
nodes/http://dbpedia.org/resource/Darren_Grimwade/rank_weighted,6450.000000,1251.000000,7962.000000,0.234419
"nodes/http://dbpedia.org/resource/Wyndham_Portal,_1st_Viscount_Portal/rank_unweighted",14306.000000,7744.000000,17659.000000,0.234377
nodes/http://dbpedia.org/resource/John_Pratt_(Liberal_politician)/entropy_weighted,0.199528,0.342281,0.152767,-0.234355
"nodes/http://dbpedia.org/resource/St_Giles'_Church,_Horsted_Keynes/rank_weighted",24369.000000,13586.000000,18660.000000,-0.234273
nodes/http://dbpedia.org/resource/Campbell_Stephen/entropy_weighted,0.207045,0.178031,0.158576,-0.234100
nodes/http://dbpedia.org/resource/Baron_Belstead/unweighted,0.201893,0.263936,0.154631,-0.234092
nodes/http://dbpedia.org/resource/Walter_Liddall/entropy_weighted,0.220936,0.337029,0.169226,-0.234051
nodes/http://dbpedia.org/resource/Lord_Robert_Crichton-Stuart/unweighted,0.206896,0.176901,0.158508,-0.233875
